id,name,description,label,prediction,probability_quality_1,distance_from_threshold,rule_label,rule_codes,rule_terms
1628,"Гендер пати картина Лопни шарик ""Мальчик или девочка?""","новая игра для gender party на большом плакате размером 50х70 см с непрозрачными шарами и темой сладких пончиков. родители по очереди на глазах у гостей вечеринки лопают надувные шары. только в одном из шаров находится верный ответ на вопрос ""девочка или мальчик?"". перед игрой необходимо добавить цв",0,1,0.8926055247123722,0.39260552471237226,0,,
1826,"Браво/Свечи для торта. Классические. Гиганты/8 см/620193/12 шт/ассортимент, 2 набора","свечи для торта - важнейший атрибут для сервировки и украшения праздничного стола. свечи подойдут для любого торжества: день рождения, крестины, свадьба, новоселье, новый год и другие. заменят бенгальские огни. удивят взрослых и детей, подарят незабываемые эмоции. для достижения наилучшего эффекта ц",0,1,0.884356217101096,0.3843562171010961,0,,
5672,"Горелка газовая ювелирная Honest 505, с пьезоподжигом портативная, для пайки и розжига","ручная газовая горелка с пьезоподжигом - практичное и функциональное устройство, успешно применяемое в различных сферах деятельности – для ювелирных и других художественно-декоративных работ, в быту, на отдыхе, в ремонтных работах, в промышленности и даже в кулинарии. применяется для пайки деталей, ",1,0,0.1201626892379053,0.37983731076209465,1,flammable_coal_or_wood,дров
703,Спичка вечная Зажигай,"спички ""вечным использованием"" никогда не подведут вас в походе, туризме или просто при активно-экстремальном отдыхе. вы всегда будете иметь с собой огонь вне зависимости от природных явлений!как использовать:выкрутить фитиль из корпуса (предварительно заправив вечную спичку бензином или керосином)ч",0,1,0.8725416516366783,0.37254165163667835,1,flammable_matches|flammable_fuel,спичка|бензином
2188,"MaxPull Набор для пикника, 6 предм.","набор пробирок-контейнеров для мелких предметов: специй, жидкостей, для опытов, туризма, охоты и рыбалки, метизов, бисера, для хранения и перевозки всевозможных мелочей. преформы подойдут для активного отдыха на природе, обезопасят от попадания влаги (спички, соль, сахар и тд), защитят от физических",0,1,0.8717860027282115,0.37178600272821155,1,flammable_matches,спички
867,Набор ZIPPO: Фитиль+Кремни+Герметичное дно,"набор zippo для зажигалки состоит самых необходимых аксессуаров. комплект расходников предназначен для зажигалок zippo, а также подходит для аналогичных бензиновых зажигалок. с ним ваша бензиновая зажигалка zippo будет функционировать долго и максимально эффективно, не доставляя никаких неприятносте",0,1,0.8704875128022356,0.37048751280223563,1,flammable_lighter|flammable_fuel,зажигалки|бензиновых
1984,Таблетки для розжига Firewood 10шт,"сухое топливо для костров, печей, каминов, мангалов и барбекю помогут разжечь огонь в любую погоду. удобно взять с собой в поход, занимает минимальное количество места. для применения положите 2-3 таблетки в глубь угля/дров, подожгите спички и подождите 10-20 минут до разгорания.",0,1,0.8351549209807817,0.33515492098078176,1,flammable_matches|flammable_fuel|flammable_coal_or_wood,спички|топливо|дров
3332,"Авторская интерактивная открытка-свечка ""Цветы"" Ай, в глаз попало! с крафтовым конвертом, 14,8х10,5 см (А6)","авторская открытка от ай, в глаз попало! - это уникальное и креативное решение для тех, кто хочет сделать свой подарок особенным. открытка выполнена в формате а6, что делает ее удобной для отправки по почте или вручения лично. размер 14,8х10,5 см позволяет разместить на ней все самые теплые слова и ",1,0,0.17127938819851463,0.3287206118014853,1,flammable_matches,спички
12889,Газ для портативных плит 220гр всесезонный цанговый comfort continent 003.20 /0037/ 1/12,"""баллон с газом предназначен для портативных газовых приборов - горелок, ламп, плит и т.д. диапазон температуры горения составляет от -10 до +35 °с. корпус баллона выполнен из стали, выдерживающей внутренние и внешние нагрузки. состав смеси - пропан, бутан и изобутан. масса сжиженного газа - 220 г""",1,0,0.1790217714833805,0.32097822851661945,1,flammable_gas_container,баллон с газом
12319,Газ для портативных плит 220гр всесезонный цанговый comfort continent 003.20 /0037/ 1/12,"""баллон с газом предназначен для портативных газовых приборов - горелок, ламп, плит и т.д. диапазон температуры горения составляет от -10 до +35 °с. корпус баллона выполнен из стали, выдерживающей внутренние и внешние нагрузки. состав смеси - пропан, бутан и изобутан. масса сжиженного газа - 220 г""",1,0,0.1790217714833805,0.32097822851661945,1,flammable_gas_container,баллон с газом
1816,Газ для портативных плит 220гр всесезонный цанговый comfort continent 003.20 /0037/ 1/12,"""баллон с газом предназначен для портативных газовых приборов - горелок, ламп, плит и т.д. диапазон температуры горения составляет от -10 до +35 °с. корпус баллона выполнен из стали, выдерживающей внутренние и внешние нагрузки. состав смеси - пропан, бутан и изобутан. масса сжиженного газа - 220 г""",1,0,0.1790217714833805,0.32097822851661945,1,flammable_gas_container,баллон с газом
16560,Газ для портативных плит 220гр всесезонный цанговый comfort continent 003.20 /0037/ 1/12,"""баллон с газом предназначен для портативных газовых приборов - горелок, ламп, плит и т.д. диапазон температуры горения составляет от -10 до +35 °с. корпус баллона выполнен из стали, выдерживающей внутренние и внешние нагрузки. состав смеси - пропан, бутан и изобутан. масса сжиженного газа - 220 г""",1,0,0.1790217714833805,0.32097822851661945,1,flammable_gas_container,баллон с газом
11728,Газ для портативных плит 220гр всесезонный цанговый comfort continent 003.20 /0037/ 1/12,"""баллон с газом предназначен для портативных газовых приборов - горелок, ламп, плит и т.д. диапазон температуры горения составляет от -10 до +35 °с. корпус баллона выполнен из стали, выдерживающей внутренние и внешние нагрузки. состав смеси - пропан, бутан и изобутан. масса сжиженного газа - 220 г""",1,0,0.1790217714833805,0.32097822851661945,1,flammable_gas_container,баллон с газом
17022,Сухое горючее (18табл) с поджигом (3блистера),"сухое горючее выпускается по ту 9336-008-65392703-2015, имеет классический химический состав для продуктов типа «сухой спирт». состав продукта согласно техническим спецификациям и данным производителя, в состав входят два основных компонента: уротропин (гексаметилентетрамин) — основной горючий компо",1,0,0.1895432409273083,0.31045675907269166,1,flammable_matches|flammable_explicit|flammable_coal_or_wood,спички|горючее|дрова
724,"Украшения д/торта ""Лилия"" со свечами и музыкой","украшение для торта ""лилия"" со свечами и музыкой.музыкальная свеча на торт одно из популярнейших украшений домашнего праздничного торта. даже если у вас очень скромный тортик, благодаря этой оригинальной свечке вы будете уверены, что он будет встречен аплодисментами.поджигается центральный фитиль, з",1,0,0.2093608733621603,0.29063912663783964,0,,
166,"Хлопушки с конфетти, разноцветный, 3 шт.170029","создайте фейерверк из конфетти благодаря нашим простым, но красивым хлопушкам, наполненным радугой разноцветных конфетти! в набор входит 3 хлопушки, конфетти из майлара и ткани в 9 цветовых вариантах. имеются неоновые и золотые детали. размер: 40мм х 130мм х 40мм размер упаковки: 125мм х 135мм х 45м",0,1,0.7333285786067455,0.23332857860674555,0,,
1318,"Хлопушки с конфетти, разноцветный, 3 шт.170029","создайте фейерверк из конфетти благодаря нашим простым, но красивым хлопушкам, наполненным радугой разноцветных конфетти! в набор входит 3 хлопушки, конфетти из майлара и ткани в 9 цветовых вариантах. имеются неоновые и золотые детали. размер: 40мм х 130мм х 40мм размер упаковки: 125мм х 135мм х 45м",0,1,0.7333285786067455,0.23332857860674555,0,,
11414,Свечи для торта. Цифра 60,"52 года — возраст уверенности и новых планов, и торт должен говорить об этом без слов. правильные свечи для торта 52 года задают тон вечеру: от элегантной классики до яркого акцента. персонализация. свечи для торта для женщины — мягкое золото, перламутр, пастель; свечи на торт для женщины удачно соч",1,0,0.28713313078125335,0.2128668692187466,1,flammable_matches,спички
635,"Ящик для подарка, коробка подарочная деревянная","стильная деревянная (фанера 3 мм) подарочная коробка станет отличным дополнением к любому подарку, а потом ее можно использовать как шкатулку для мелочей или деревянную коробку для хранения. внешние размеры коробки -, она идеально подходит для небольших подарков, например, зажигалка, косметика, духи",0,1,0.7076175935208846,0.20761759352088466,1,flammable_lighter,зажигалка
13576,"Хлопушки ""Времена года"" пиротехнические (громкий хлопок), набор 5 пачек (20 штук), конфетти и серпантин, производство Россия (Челябинск) НХ100ВГ4","набор ""времена года"" состоит из хлопушек с конфетти и серпантином, посвященных временам года: весна, лето, осень, зима. если вам нужна классическая ""советская"" хлопушка, то это именно она и есть. хлопушка с пороховым зарядом громко и отчетливо бахает (в отличии от популярных нынче пружинных хлопушек",1,0,0.29973803904038426,0.20026196095961568,0,,
17210,Мангал одноразовый с углем и решеткой,"ищете идеальное решение для шашлыков на природе или даче? одноразовый мангал с углем и решеткой – это ваш надежный помощник для организации пикника без лишних хлопот. он создан для тех, кто ценит комфорт и простоту в приготовлении вкусных блюд на свежем воздухе. этот мангал для шашлыка выделяется св",1,0,0.33682248595435815,0.1631775140456418,0,flammable_device,мангал
1116,Газовая горелка NaMilux NA-195,"многофункциональная газовая горелка namilux na-195: приготовление пищи, удаление лакокрасочного покрытия, розжиг костра, сварка стыков труб, сжигание травы и мусора. сверхлегкая горелка с пьезоподжигом и регулировкой мощности, функционирует в любом положении. характеристики: пьезоподжиг регулировка ",0,1,0.642194854585511,0.142194854585511,0,flammable_device|flammable_built_in_ignition,горелка|пьезоподжигом
1267,Свечи для торт длинная набор 8 штук - свечки для торта на праздник и день рождения,"стильные, декоративные свечи для торта - неизменный атрибут для украшения праздничного стола или интерьера и обязательно станут незабываемым дополнением на вашем празднике. цветные свечки для торта в подарочной коробке - оригинальный сюрприз для именинника, они долго горят. свечи надежно стоят на де",0,1,0.6148953665940382,0.11489536659403826,0,,
3798,горелки,"туристическая горелка. і. как правильно надувать 1. перед надуванием, вы должны использовать небольшой инструмент для верхней части надувного ядра, и полностью выпустить остаточный газ внутри, так что давление в легком газовом баллоне устраняется; 2. выходное отверстие надутого газового баллончика н",1,0,0.4010589248710189,0.09894107512898104,1,flammable_lighter|flammable_gas_container,зажигалку|газовом баллоне
1221,"Газовая горелка-резак, Flame Gun 915 НАБОР 2 ШТ","газовая зажигалка - незаменимое приспособление в быту, для дома и дачи. благодаря наличию пьезоподжига, горелка быстро зажигается в любых условиях и при любой погоде. газовую горелку рекомендуется использовать для розжига дров и углей в мангалах, грилях, каминах и печах, пайки различных изделий, для",0,1,0.591089869716605,0.0910898697166051,1,flammable_lighter|flammable_coal_or_wood,зажигалка|дров
2501,Подарочная открытка со свечой L.O.V.E сердце моё- твой дом,"открытка свеча l.o.v.e маленький огонь большого чувства. любовь- это действие. открытка-свеча l.o.v.e- это способ сказать ""я рядом"", ""я чувствую"", ""ты важен"". каждая свеча- это сердце, которое можно зажечь. буквально. свеча в форме сердца, спичка и чиркало- все, чтобы выразить любовь без лишних слов",0,1,0.5500260999276257,0.0500260999276258,1,flammable_matches,спичка
2500,"Хлопушка, салют 10 шт. Серпантин для праздников (разноцветный) Уцененный товар","серпантин-хлопушка — это прекрасное украшение для любого праздника или торжества. она представляет собой тонкую бумажную ленту, которая при взрыве разлетается множеством ярких разноцветных блесток. такой серпантин не только создает атмосферу праздника, но и может использоваться для декорирования пом",0,1,0.5422649176456985,0.04226491764569856,0,,
7132,"Набор Выживания для разгрузки MOLLE SMP 2 Камуфляжный, 22 инструмента","набор выживания smp2 включает в себя полностью molle-совместимый подсумок и жестяной футляр с набором инструментов и предметов, необходимых для экстремальных условий выживания. molle-совместимый чехол может крепиться как на любой ремень (разной ширины) в различных конфигурациях (вертикально, горизон",1,0,0.45850087619986435,0.041499123800135596,1,flammable_matches,спички
2389,Короб свадебный для винной церемонии,"готовый набор для винной церемонии. винная церемония - одна из красивейших церемоний на свадьбу, которая остается в памяти молодоженов. самый распространенный вариантэтой церемонии, когда молодожены заранее пишут друг другу письма, но не дают читать их и запечатывают в ящик вместе с бутылкой вина, ч",0,1,0.5269790058705393,0.026979005870539308,1,flammable_lighter,зажигалка
