id,name,description,label,prediction,probability_quality_1,distance_from_threshold,rule_label,rule_codes,rule_terms
5760,"NOW Селен 200 мкг, Selenium, 180 капсул, минерал для кожи, Бад для щитовидной железы ,волос и ногтей",ищете высококачественную добавку для поддержания жизненно важных функций организма? now селен 200 мкг – это ваш выбор для надежной антиоксидантной защиты и поддержки иммунной системы. в каждой упаковке вы найдете 180 капсул высокоэффективного селенометионина – органически связанной и легко усваиваем,0,1,0.9477450168084904,0.4827450168084905,1,bad_acronym,бад
13107,"Olimp Магний Цинк Витамин В6, MZB Sport Formula 60 капсул","olimp магний цинк витамин в6, mzb sport formula 60 капсул — это тщательно сбалансированный комплекс витаминов и минералов, разработанный для поддержки здоровья мужчин. в его состав входят магний, цинк и витамин в6, необходимые для поддержания оптимального функционирования организма. магний и витамин",0,1,0.9454293864112968,0.4804293864112969,1,bad_acronym,бады
6336,Silymarin Силимарин Расторопша 300 мг - 100 вег. капсул,"now силимарин, расторопша экстракт (silymarin), 300 мг, 100 растительных капсул. научные исследования показали, что составляющие в силимарине могут помочь поддержать здоровую функцию печени. эта вегетарианская формула также включает артишок и одуванчик для дополнительной поддержки. силимарин двойной",0,1,0.944993557702076,0.47999355770207613,1,bad_acronym,бад
4928,"Цитрат магния с витамином В6 Vitamuno, для борьбы со стрессом и усталостью, 90 капсул","магний необходимый макроэлемент для клеток и тканей, участвует в большинстве физиологических процессов, обеспечивающих нормальную жизнедеятельность организма. обладает седативным действием, способствует нормализации сна. положительно влияет на эмоциональное состояние, позволяет легче справляться со ",0,1,0.9395707279756054,0.47457072797560546,1,bad_acronym,бад
9926,Орнитин 500 мг 120 капсул Now Ornithine,полезные свойства аминокислоты now ornitine 500 mg: ﻿﻿способствует увеличению секреции инсулина. ﻿﻿улучшает защитные функции организма. ﻿﻿влияет на увеличение секреции гормона роста. ﻿﻿защищает клетки печени. ﻿﻿снижает содержание свободного аммиака в плазме крови. ﻿﻿влияет на нормализацию кислотноще,0,1,0.933004625019272,0.46800462501927204,0,sports_amino_acids,аминокислоты
7271,БАД для иммунитета,"now l-карнитин 500 мг – это высококачественная пищевая добавка, разработанная специально для спортсменов и активных людей, которым важно l-карнитин поддерживать l-карнитин высокий уровень когнитивных функций и получать дополнительную энергию для тренировок. l-карнитинl-карнитин главный активный комп",0,1,0.9318148047422554,0.4668148047422555,0,sports_nutrition|sports_amino_acids|sports_l_carnitine,спортивного питания|аминокислоты|l-carnitine
18325,"NOW Sunflower Lecithin pure powder, подсолнечный лецитин порошок, 454 грамма","now sunflower lecithin pure powder 454 gr, подсолнечный лецитин now извлекается из подсолнечного масла с помощью экстракции. отличие подсолнечного лецитина нау от соевого заключается прежде всего в составе и содержании фосфолипидов, а также жирных кислот, которые различаются у каждой из растительных",0,1,0.9316140066482945,0.4666140066482946,1,bad_acronym|bad_full_name,бады|биологически активных добавках
1482,Капсулы с маточным молочком и экстрактом винограда для мужчин,"идеальное решение для каждого мужчины. мужская сила. натуральный комплекс, схожий с бад, создан для потенции, либидо, выносливости, омоложения организма и сохранения здоровья предстательной железы. помогает при ослабленном иммунитете и стрессах, влияющих на психоэмоциональное состояние. репродуктивн",0,1,0.9301292876092063,0.4651292876092064,1,bad_acronym,бад
5586,"Гидрокситриптофан NOW 5-HTP 200mg 60 vcaps, Нау 5htp 200мг","нау 5 htp (5htp, 5 нтр) растительный антидепрессант, 200мг 60 капсул now. верни хорошее настроение и улучшай здоровье вместе с 5-нтр от американского бренда now foods. польза натурального 5нтр для организма: - повышение мотивации, - улучшение качества сна, - стабилизация центральной нервной системы ",0,1,0.9252987124770455,0.4602987124770456,0,sports_amino_acids,аминокислота
6928,"Сывороточный протеин с вкусом бельгийского шоколада, 907 г","сывороточный протеин с насыщенным вкусом бельгийского шоколада — это источник качественного белка, необходимого для роста и восстановления мышечной массы. продукт создан для спортсменов и активных людей, которые хотят поддерживать баланс белка в рационе, улучшать результаты тренировок и ускорять вос",1,0,0.006708581704434162,0.45829141829556574,0,sports_nutrition|sports_amino_acids|sports_protein,спортивное питание|аминокислотами|протеин
8796,Thorne Research Витамин Д3 K2 в каплях D3,"витамин д3 1000 ме + к2 в каплях содержит популярный витамин d, усиленный натуральным витамином к2, который дополняет действие витамина д и помогает ему лучше усваиваться, способствует укреплению иммунитета, нормализации кальциевого обмена - направляет кальций в костные ткани, препятствуя его отложе",0,1,0.9197609071273442,0.45476090712734424,1,bad_acronym,бад
11505,Магний В6 форте в таблетках,"магния цитрат + витамины группы b «рацион здоровья». не является лекарственным средством и бад. имеются противопоказания. перед применением проконсультироваться со специалистом. магния цитрат — органическая формула молекулы, которая обладает высокой биологической доступностью и усвояемостью. магний ",0,1,0.9183240889823963,0.45332408898239634,1,bad_acronym,бад
6871,"NOW Bone Strength, Бон Стренч 120 капсул, Витаминно-минеральный комплекс с гидроксиапатитом, Бад для костей и зубов","bone strength капсулы массой 1110 мг±10% – средство для поддержания здорового состояния опорно-двигательного аппарата. now крепкие кости бон стрейнч now foods, 120 капсул bone strength – это витаминно-минеральный комплекс, разработанный для поддержания здоровья костей, суставов и связок. этот бад дл",0,1,0.9183152219623011,0.4533152219623012,1,bad_acronym,бад
11848,"Магний Магнекс 375 мг/ Magnex, 230 таблеток, Финляндия","vitabalans magnex 375 мг содержит хорошо усваиваемый магний, то есть полные 100% суточной потребности. добавка магния может быть полезна для вас, если вы много занимаетесь спортом, худеете или если ваша диета по той или иной причине односторонняя. принимая одну таблетку в день, вы легко сможете обес",0,1,0.9169813324513739,0.451981332451374,1,bad_full_name,биологически активные добавки
239,Черный и грецкий орех капсулы 450 мг,"действие черного и грецкого орехов обусловлено комплексом входящих в их состав биологически активных соединений. основном компонент – юглон-обладает антипаразитарным действием на все виды гельминтов, в т.ч. на лямблии. околоплодник и листья черного и грецкого орехов 450 мг, содержат юглон, юнозид, п",1,0,0.01306430580227402,0.4519356941977259,0,bad_explicit_negative,не бад
11214,"Протеин TOP100 500 г соевый белковый для набора мышечной массы, похудения и спортивного питания / протеиновый изолят белка без сахара для мужчин и женщин","преимущества соевого протеина: - высокое содержание белка - полиненасыщенные жиры - богат витаминами группы в, минералами и микроэлементами - универсален в применении - экологически устойчивый protein бренда top100 оказывает выраженное воздействие на организм девушек и парней. он способствует снижен",1,0,0.013289034127621556,0.45171096587237836,0,sports_nutrition|sports_protein,спортивного питания|протеин
10101,"Протеин TOP100 500 г соевый белковый для набора мышечной массы, похудения и спортивного питания / протеиновый изолят белка без сахара для мужчин и женщин","преимущества соевого протеина: - высокое содержание белка - полиненасыщенные жиры - богат витаминами группы в, минералами и микроэлементами - универсален в применении - экологически устойчивый protein бренда top100 оказывает выраженное воздействие на организм девушек и парней. он способствует снижен",1,0,0.013289034127621556,0.45171096587237836,0,sports_nutrition|sports_protein,спортивного питания|протеин
3844,"Протеин TOP100 500 г соевый белковый для набора мышечной массы, похудения и спортивного питания / протеиновый изолят белка без сахара для мужчин и женщин","преимущества соевого протеина: - высокое содержание белка - полиненасыщенные жиры - богат витаминами группы в, минералами и микроэлементами - универсален в применении - экологически устойчивый protein бренда top100 оказывает выраженное воздействие на организм девушек и парней. он способствует снижен",1,0,0.013289034127621556,0.45171096587237836,0,sports_nutrition|sports_protein,спортивного питания|протеин
7074,Цеолит пищевой Slim Balance - для похудения и очищения организма,"zeolit slim balance — это 100% натуральный цеолит пищевой в капсулах, созданный для похудения, детокс очищения организма и мягкой поддержки здоровья жкт. в его основе — природный клиноптилолит, высокоэффективный минеральный сорбент, который помогает выводить токсины, шлаки и тяжелые металлы, облегча",1,0,0.015446444586488603,0.44955355541351133,0,,
3939,"Пищевая растительная добавка ""Шиповник"" (не БАД), 60 веган капсул,для женщин и мужчин, для желудка и кишечника (ЖКТ), сердца и сосудов, иммунитета, похудения.","растительная пищевая добавка (не бад) шиповник является источником большого количества уникальных химических компонентов: *витамины в1, в2, в3 (+) *витамин в4 (+), витамин в5(++) *витамин в6, в9 *витамин а (+) *лютеин + зеаксантин (++) *каротин– бета(++) *ликопен (+++) *бетаин (++) *криптоксантин – ",1,0,0.015460821918174448,0.4495391780818255,0,bad_explicit_negative,не бад
12290,"Аминокислоты для спортсменов 100% Глютамин, порошок для восстановления и энергии, 300 г","глютамин — важная аминокислота, которая помогает быстрее восстановиться после физических нагрузок и поддерживать тонус организма. он играет ключевую роль в сохранении мышечной массы, способствует снижению усталости и ускоряет процессы регенерации. при регулярном употреблении глютамин укрепляет иммун",1,0,0.017174703926294815,0.4478252960737051,0,sports_amino_acids,аминокислоты
2987,мощный препарат для похудения Molecule plus,"мощный препарат для похудения введение: в мире современных технологий и стремления к идеальному телу, вопрос похудения остается актуальным. но как же сделать это эффективно и без вреда для здоровья? ответ кроется в природе – в составе нашего уникального препарата ""травянистый раст"" вы найдете только",1,0,0.017575946177745876,0.44742405382225403,0,,
2330,"Bcaa OnePlus порошок 2:1:1 500 г спорт питание для взрослых / аминокислоты для повышения эффективности тренировок, выносливости, набора массы, укрепления мышц","аминокислотный бад bcaa бренда oneplus создан специально для увеличения энергии и роста мышц, безопасного снижения веса и повышения силовых показателей. предтренировочный комплекс бцаа способствует похудению и оказывает общее положительное воздействие на здоровье женщин и мужчин, девушек и парней. б",0,1,0.9120992948743282,0.44709929487432826,0,sports_nutrition|sports_amino_acids|sports_bcaa,спортпит|аминокислоты|bcaa
10214,Глютамин Glutamine Pure Nutrex (300 гр),"l-глютамин стимулирует синтез белка в мышцах, что особенно необходимо с возрастом, когда мышечные ткани теряют упругость кроме того, с возрастом организм перерабатывает пищу менее эффективно, и пища перестает быть надежным источником l-глютамина. именно полому пожилым людям особенно важно принимать ",0,1,0.9117915405648062,0.44679154056480624,0,sports_amino_acids,аминокислота
2205,"Collagen Peptides Коллаген Пептидс со вкусом вишни, 20 стиков по 9,5 г.","collagen peptides — инновационная формула коллагена с пептидами. низкое содержание углеводов с оптимальным составом обеспечивает эффективное усвоение и высокую биодоступность. продукт обладает терпким вкусом спелой вишни. прием 2 порций в день обеспечивает: пептидов коллагена — 10 000 мг, витамина с",0,1,0.9115167514254221,0.4465167514254222,0,sports_amino_acids,аминокислот
8391,"Пептидный коллаген порошок морской YASOMA вкус малина манго кокос с витамином С Д3 А Е B, добавка для кожи и волос, препарат для суставов и связок 540 г, растворимое спортивное питание 90 порций","пептидный коллаген порошок морской yasoma с витамином с д3 а е b - это добавка для кожи и волос, препарат для суставов и связок. продукт разработан для укрепления суставов и связок, волос и ногтей. особенностью продукта является его состав, разработанный косметологами. в его основе - морской коллаге",0,1,0.9094341167198599,0.44443411671985994,0,sports_nutrition|sports_amino_acids,спортивное питание|аминокислоты
16232,"Сексуальная фигура, жиросжигатель в таблетках","сексуальная фигура, от торговой марки ип татиев илез русланович жиросжигатель капсулы сексуальная фигура - жиросжигатель в таблетках, обеспечивающий безопасный процесс похудения. наше средство не химические таблетки или порошок, оно содержит в себе такие активные вещества, как аминокислоты и клетчат",1,0,0.021790826285018626,0.4432091737149813,0,bad_explicit_negative,не является бадом
8114,"Сексуальная фигура, жиросжигатель в таблетках","сексуальная фигура, от торговой марки ип татиев илез русланович жиросжигатель капсулы сексуальная фигура - жиросжигатель в таблетках, обеспечивающий безопасный процесс похудения. наше средство не химические таблетки или порошок, оно содержит в себе такие активные вещества, как аминокислоты и клетчат",1,0,0.021790826285018626,0.4432091737149813,0,bad_explicit_negative,не является бадом
8870,"Сексуальная фигура, жиросжигатель в таблетках","сексуальная фигура, от торговой марки ип татиев илез русланович жиросжигатель капсулы сексуальная фигура - жиросжигатель в таблетках, обеспечивающий безопасный процесс похудения. наше средство не химические таблетки или порошок, оно содержит в себе такие активные вещества, как аминокислоты и клетчат",1,0,0.021790826285018626,0.4432091737149813,0,bad_explicit_negative,не является бадом
10869,"Сексуальная фигура, жиросжигатель в таблетках","сексуальная фигура, от торговой марки ип татиев илез русланович жиросжигатель капсулы сексуальная фигура - жиросжигатель в таблетках, обеспечивающий безопасный процесс похудения. наше средство не химические таблетки или порошок, оно содержит в себе такие активные вещества, как аминокислоты и клетчат",1,0,0.021790826285018626,0.4432091737149813,0,bad_explicit_negative,не является бадом
4756,"Сексуальная фигура, жиросжигатель в таблетках","сексуальная фигура, от торговой марки ип татиев илез русланович жиросжигатель капсулы сексуальная фигура - жиросжигатель в таблетках, обеспечивающий безопасный процесс похудения. наше средство не химические таблетки или порошок, оно содержит в себе такие активные вещества, как аминокислоты и клетчат",1,0,0.021790826285018626,0.4432091737149813,0,bad_explicit_negative,не является бадом
1422,"Витамин С (Аскорбиновая кислота) для иммунитета Atletic Food Vitamin C 900 mg, 150 капсул","аскорбиновая кислота улучшает усвоение белка и участвует в синтезе новых белков. научно доказано, что витамин c обладает антикатаболическим действием за счет снижения уровня вырабатываемого кортизола. витамин c хорошо усваивается организмом, но так же быстро и покидает его, поэтому потребность в аск",0,1,0.9058323687791574,0.4408323687791575,1,bad_acronym,бад
18255,Жиросжигатель Капсулы для похудения,"не является бад! таблетки для похудения действует комплексно на жировые отложения живота, бедер, ягодиц, руках и др. кроме того, препарат не только вытесняет существующие жировые клетки, но и предотвращает появление новых, восстанавливает эластичность и упругость кожи. капсулы для похудения черная п",1,0,0.02531512131897877,0.43968487868102113,0,bad_explicit_negative,не является бад
3282,Жиросжигатель Капсулы для похудения,"не является бад! таблетки для похудения действует комплексно на жировые отложения живота, бедер, ягодиц, руках и др. кроме того, препарат не только вытесняет существующие жировые клетки, но и предотвращает появление новых, восстанавливает эластичность и упругость кожи. капсулы для похудения черная п",1,0,0.02531512131897877,0.43968487868102113,0,bad_explicit_negative,не является бад
3446,Жиросжигатель Капсулы для похудения,"не является бад! таблетки для похудения действует комплексно на жировые отложения живота, бедер, ягодиц, руках и др. кроме того, препарат не только вытесняет существующие жировые клетки, но и предотвращает появление новых, восстанавливает эластичность и упругость кожи. капсулы для похудения черная п",1,0,0.02531512131897877,0.43968487868102113,0,bad_explicit_negative,не является бад
6010,Жиросжигатель Капсулы для похудения,"не является бад! таблетки для похудения действует комплексно на жировые отложения живота, бедер, ягодиц, руках и др. кроме того, препарат не только вытесняет существующие жировые клетки, но и предотвращает появление новых, восстанавливает эластичность и упругость кожи. капсулы для похудения черная п",1,0,0.02531512131897877,0.43968487868102113,0,bad_explicit_negative,не является бад
8767,Жиросжигатель Капсулы для похудения,"не является бад! таблетки для похудения действует комплексно на жировые отложения живота, бедер, ягодиц, руках и др. кроме того, препарат не только вытесняет существующие жировые клетки, но и предотвращает появление новых, восстанавливает эластичность и упругость кожи. капсулы для похудения черная п",1,0,0.02531512131897877,0.43968487868102113,0,bad_explicit_negative,не является бад
17442,Жиросжигатель Капсулы для похудения,"не является бад! таблетки для похудения действует комплексно на жировые отложения живота, бедер, ягодиц, руках и др. кроме того, препарат не только вытесняет существующие жировые клетки, но и предотвращает появление новых, восстанавливает эластичность и упругость кожи. капсулы для похудения черная п",1,0,0.02531512131897877,0.43968487868102113,0,bad_explicit_negative,не является бад
8799,Масло кыст аль хинди SAHRA (Сахра) 500 мл,"масло кыст аль-хинди sahra получают методом холодного прессования. оно обладает противовоспалительным, иммуностимулирующим, отхаркивающим и регенеративным свойствами благодаря содержанию ценных биологически активных компонентов. кыст аль-хинди - корень растения сostus speciosus, это многолетнее раст",1,0,0.029198623405707495,0.4358013765942924,0,sports_protein,протеины
10266,D-рибоза для мышц Витамины Спортивные добавки Now нау,"d-рибоза — это простой сахар, который служит структурной основой атф. атф является основной формой энергии в клетках. этот компонент важен как для сердца и сосудов, так и для скелетных мышц. прием дополнительных количеств рибозы помогает многим бегунам, бодибилдерам и триатлонистам увеличивать силу ",0,1,0.8997387148121462,0.43473871481214627,1,bad_acronym,бады
8514,"L-Аргинин 500МГ, NOW L-Arginine 500MG 250 VCAPS / 250 Капсул",к полезным свойствам l-аргинина относят следующие: расширение коронарных сосудов; участие в клеточном метаболизме; психотропное действие; антиатеросклеротический эффект; угнетение образование кровяных сгустков и тромбов; усиление синтеза белка в клетке; стимулирование иммунной системы; повышение вын,0,1,0.8981805115412868,0.43318051154128684,1,bad_acronym,бад
5322,"Креатин моногидрат Dr.Health порошок 150 г, спортивное питание для взрослых / аминокислоты для повышения эффективности тренировок, выносливости, набора массы, укрепления мышц","креатин бренда dr.health способствует повышению силы и выносливости для проведения максимально эффективных тренировок. в составе предтренировочного энергетика содержится creatine monohydrate, оказывающий комплексное действие. бад выпускается в форме порошка (powder) и предназначен для приготовления ",1,0,0.03289788257275847,0.43210211742724147,0,sports_nutrition|sports_amino_acids,спортивное питание|аминокислоты
8204,Креатин  MUTANT CREACONG CX8 249 гр,"максимальная эффективность и усвоение креатина увеличение силы, мощности и выносливости увеличение производства атф и синтеза мышц быстро впитывающаяся мультикреатиновая смесь клинически исследованные ингредиенты только нулевые углеводы, сахара, наполнители способ употребления: рекомендованную дневн",0,1,0.8967630323265684,0.4317630323265685,1,bad_acronym,бад
4639,"Lishou, таблетки для похудения","lishou, от торговой марки deisifarm это инновационные таблетки для похудения, которые помогут быстро сбросить лишний вес и улучшить фигуру. это жиросжигатель на основе натуральных компонентов, который эффективно сжигает жир, ускоряет метаболизм и подавляет аппетит. главным активным компонентом табле",1,0,0.034533200398303765,0.43046679960169615,0,bad_explicit_negative,не является бадом
6551,"Lishou, таблетки для похудения","lishou, от торговой марки deisifarm это инновационные таблетки для похудения, которые помогут быстро сбросить лишний вес и улучшить фигуру. это жиросжигатель на основе натуральных компонентов, который эффективно сжигает жир, ускоряет метаболизм и подавляет аппетит. главным активным компонентом табле",1,0,0.034533200398303765,0.43046679960169615,0,bad_explicit_negative,не является бадом
12442,"Lishou, таблетки для похудения","lishou, от торговой марки deisifarm это инновационные таблетки для похудения, которые помогут быстро сбросить лишний вес и улучшить фигуру. это жиросжигатель на основе натуральных компонентов, который эффективно сжигает жир, ускоряет метаболизм и подавляет аппетит. главным активным компонентом табле",1,0,0.034533200398303765,0.43046679960169615,0,bad_explicit_negative,не является бадом
4541,"Lishou, таблетки для похудения","lishou, от торговой марки deisifarm это инновационные таблетки для похудения, которые помогут быстро сбросить лишний вес и улучшить фигуру. это жиросжигатель на основе натуральных компонентов, который эффективно сжигает жир, ускоряет метаболизм и подавляет аппетит. главным активным компонентом табле",1,0,0.034533200398303765,0.43046679960169615,0,bad_explicit_negative,не является бадом
7966,"Lishou, таблетки для похудения","lishou, от торговой марки deisifarm это инновационные таблетки для похудения, которые помогут быстро сбросить лишний вес и улучшить фигуру. это жиросжигатель на основе натуральных компонентов, который эффективно сжигает жир, ускоряет метаболизм и подавляет аппетит. главным активным компонентом табле",1,0,0.034533200398303765,0.43046679960169615,0,bad_explicit_negative,не является бадом
1774,"Lishou, таблетки для похудения","lishou, от торговой марки deisifarm это инновационные таблетки для похудения, которые помогут быстро сбросить лишний вес и улучшить фигуру. это жиросжигатель на основе натуральных компонентов, который эффективно сжигает жир, ускоряет метаболизм и подавляет аппетит. главным активным компонентом табле",1,0,0.034533200398303765,0.43046679960169615,0,bad_explicit_negative,не является бадом
